;PauliCoefficients;PauliStrings;Qbits
0;0.49999999999999994;III;[0, 1, 2]
1;-3.0208583030877367e-15;IIX;[0, 1, 2]
2;1.4332746144443687e-15;IIY;[0, 1, 2]
4;3.1155633628543455e-15;IXI;[0, 1, 2]
5;-8.44214021605838e-15;IXX;[0, 1, 2]
6;-1.9460073743399198e-15;IXY;[0, 1, 2]
7;-9.08995101411847e-16;IXZ;[0, 1, 2]
8;-3.9170056087556304e-15;IYI;[0, 1, 2]
9;3.837398064240882e-15;IYX;[0, 1, 2]
10;-8.178787508361651e-15;IYY;[0, 1, 2]
12;-0.4619397662556421;IZI;[0, 1, 2]
16;-2.3430015523226433e-15;XII;[0, 1, 2]
19;2.5095350060164168e-15;XIZ;[0, 1, 2]
20;-9.500321536404233e-15;XXI;[0, 1, 2]
21;5.73976630113826e-16;XXX;[0, 1, 2]
22;3.955061105009872e-15;XXY;[0, 1, 2]
23;9.021971537903628e-15;XXZ;[0, 1, 2]
24;8.442682317144623e-16;XYI;[0, 1, 2]
25;-6.579697724162781e-15;XYX;[0, 1, 2]
26;-1.6946079955948434e-15;XYY;[0, 1, 2]
27;5.053466325954936e-16;XYZ;[0, 1, 2]
29;8.397213588536012e-16;XZX;[0, 1, 2]
30;-1.1397675338253865e-15;XZY;[0, 1, 2]
32;2.840460614113305e-15;YII;[0, 1, 2]
35;-2.588925710096668e-15;YIZ;[0, 1, 2]
36;1.0743359327158863e-15;YXI;[0, 1, 2]
37;3.3292596110512385e-15;YXX;[0, 1, 2]
38;3.5217054966674155e-15;YXY;[0, 1, 2]
39;-7.031051088568496e-16;YXZ;[0, 1, 2]
40;-9.79522452732029e-15;YYI;[0, 1, 2]
41;-5.635682892579652e-16;YYX;[0, 1, 2]
42;1.0055975149803054e-15;YYY;[0, 1, 2]
43;8.85804016942382e-15;YYZ;[0, 1, 2]
45;-1.6595340553149374e-15;YZX;[0, 1, 2]
46;2.1940931601953373e-15;YZY;[0, 1, 2]
48;-2.3592239273284576e-16;ZII;[0, 1, 2]
49;2.958082997300826e-15;ZIX;[0, 1, 2]
50;-1.3418221611952164e-15;ZIY;[0, 1, 2]
51;2.3592239273284576e-16;ZIZ;[0, 1, 2]
52;3.400058012914542e-16;ZXI;[0, 1, 2]
53;7.755406560006062e-15;ZXX;[0, 1, 2]
54;2.776885709224186e-15;ZXY;[0, 1, 2]
55;-0.13529902503655092;ZXZ;[0, 1, 2]
56;7.112366251504909e-16;ZYI;[0, 1, 2]
57;-2.8346736850176635e-15;ZYX;[0, 1, 2]
58;7.576621621763202e-15;ZYY;[0, 1, 2]
59;0.1352990250365517;ZYZ;[0, 1, 2]
60;4.85722573273506e-16;ZZI;[0, 1, 2]
63;-2.3175905639050143e-15;ZZZ;[0, 1, 2]
