;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000001;III;[0, 1, 2]
1;9.34638380144931e-14;IIX;[0, 1, 2]
2;-8.904826203672e-14;IIY;[0, 1, 2]
4;7.327471962526033e-15;IXI;[0, 1, 2]
5;1.235166482982386e-13;IXX;[0, 1, 2]
6;3.702821469581119e-14;IXY;[0, 1, 2]
7;-2.5465740627339528e-14;IXZ;[0, 1, 2]
8;-1.6580486983386322e-14;IYI;[0, 1, 2]
9;-2.9230415830860945e-14;IYX;[0, 1, 2]
10;1.1445683810451523e-13;IYY;[0, 1, 2]
11;6.155839726851298e-14;IYZ;[0, 1, 2]
12;-0.46193976625569194;IZI;[0, 1, 2]
15;-2.498001805406602e-16;IZZ;[0, 1, 2]
16;4.5455447131997895e-14;XII;[0, 1, 2]
19;1.5671600302191724e-15;XIZ;[0, 1, 2]
20;-4.129693548932112e-14;XXI;[0, 1, 2]
21;2.783325328027664e-13;XXX;[0, 1, 2]
22;-3.9150583816538465e-13;XXY;[0, 1, 2]
23;-1.4552410925600112e-13;XXZ;[0, 1, 2]
24;-3.799025438851189e-14;XYI;[0, 1, 2]
25;4.278840736587908e-13;XYX;[0, 1, 2]
26;2.554940308797937e-13;XYY;[0, 1, 2]
27;-3.1357024182082638e-15;XYZ;[0, 1, 2]
29;5.09675309769142e-15;XZX;[0, 1, 2]
30;1.888784403403579e-13;XZY;[0, 1, 2]
32;-4.346577351516112e-14;YII;[0, 1, 2]
35;-2.327033964827363e-14;YIZ;[0, 1, 2]
36;4.451107993470871e-14;YXI;[0, 1, 2]
37;-3.425389312472493e-13;YXX;[0, 1, 2]
38;-3.317793630976118e-13;YXY;[0, 1, 2]
39;-2.059878418010641e-14;YXZ;[0, 1, 2]
40;-4.970839278389816e-14;YYI;[0, 1, 2]
41;3.0234197307202337e-13;YYX;[0, 1, 2]
42;-3.4905910627214265e-13;YYY;[0, 1, 2]
43;-1.3472220301152804e-13;YYZ;[0, 1, 2]
45;1.8950077238736457e-13;YZX;[0, 1, 2]
46;-4.378455605892617e-14;YZY;[0, 1, 2]
49;-4.440423181061026e-14;ZIX;[0, 1, 2]
50;2.7618288515537937e-14;ZIY;[0, 1, 2]
52;1.759703494030873e-14;ZXI;[0, 1, 2]
53;-3.1751619562758737e-13;ZXX;[0, 1, 2]
54;-1.2414440135610771e-14;ZXY;[0, 1, 2]
55;-0.1352990250364882;ZXZ;[0, 1, 2]
56;1.59837421076503e-14;ZYI;[0, 1, 2]
57;1.3365285440880559e-14;ZYX;[0, 1, 2]
58;-3.067129883405073e-13;ZYY;[0, 1, 2]
59;0.13529902503644498;ZYZ;[0, 1, 2]
60;2.5715540807880188e-14;ZZI;[0, 1, 2]
63;-6.938893903907228e-15;ZZZ;[0, 1, 2]
