;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000002;III;[0, 1, 2]
2;3.191891195797325e-16;IIY;[0, 1, 2]
5;-2.2348659381443703e-15;IXX;[0, 1, 2]
6;2.3791461422478788e-15;IXY;[0, 1, 2]
7;1.4155343563970746e-15;IXZ;[0, 1, 2]
8;1.078998002057574e-15;IYI;[0, 1, 2]
9;-2.6809880270678432e-15;IYX;[0, 1, 2]
10;-2.358681826242215e-15;IYY;[0, 1, 2]
11;-9.228728892196614e-16;IYZ;[0, 1, 2]
12;-0.4619397662556427;IZI;[0, 1, 2]
15;-7.355227538141662e-16;IZZ;[0, 1, 2]
16;-7.897328624384414e-16;XII;[0, 1, 2]
19;3.7643499428696714e-16;XIZ;[0, 1, 2]
20;-2.9952169217084545e-15;XXI;[0, 1, 2]
21;3.7491711124548743e-16;XXX;[0, 1, 2]
22;-7.655551539920147e-15;XXY;[0, 1, 2]
23;1.88109076926235e-15;XXZ;[0, 1, 2]
24;-2.159730727591125e-15;XYI;[0, 1, 2]
25;7.358480144659119e-15;XYX;[0, 1, 2]
26;-1.2002118049414534e-15;XYY;[0, 1, 2]
29;2.589128998004009e-15;XZX;[0, 1, 2]
30;1.79752588681803e-15;XZY;[0, 1, 2]
32;5.531870534564165e-16;YII;[0, 1, 2]
35;-1.5237106281568158e-15;YIZ;[0, 1, 2]
36;1.908195823574488e-15;YXI;[0, 1, 2]
37;-7.350240208148229e-15;YXX;[0, 1, 2]
38;1.4361341976742992e-15;YXY;[0, 1, 2]
39;6.366435156834882e-16;YXZ;[0, 1, 2]
40;-2.987844346935553e-15;YYI;[0, 1, 2]
41;-1.2140895927492679e-15;YYX;[0, 1, 2]
42;-7.670730370334944e-15;YYY;[0, 1, 2]
43;1.947443942218463e-15;YYZ;[0, 1, 2]
45;1.8848583718117373e-15;YZX;[0, 1, 2]
46;-2.1172842125383173e-15;YZY;[0, 1, 2]
50;-1.4211722076939992e-15;ZIY;[0, 1, 2]
52;1.2351231148954867e-15;ZXI;[0, 1, 2]
53;5.519673260123703e-16;ZXX;[0, 1, 2]
55;-0.13529902503655097;ZXZ;[0, 1, 2]
56;-1.1206313654810174e-15;ZYI;[0, 1, 2]
57;6.050119173012236e-16;ZYX;[0, 1, 2]
58;6.484613193635802e-16;ZYY;[0, 1, 2]
59;0.13529902503655064;ZYZ;[0, 1, 2]
60;-7.632783294297951e-16;ZZI;[0, 1, 2]
