;PauliCoefficients;PauliStrings;Qbits
0;0.5;II;[0, 1]
1;0.019665052938430544;IX;[0, 1]
2;0.0019759531061627113;IY;[0, 1]
3;-0.2158949361355808;IZ;[0, 1]
4;0.019665052938430367;XI;[0, 1]
5;-0.17356438343935873;XX;[0, 1]
6;-0.09881154509522201;XY;[0, 1]
7;-0.016713684130833937;XZ;[0, 1]
8;0.001975953106162826;YI;[0, 1]
9;-0.09881154509522201;YX;[0, 1]
10;-0.32480364793729743;YY;[0, 1]
11;-0.011973097139420843;YZ;[0, 1]
12;-0.21589493613558075;ZI;[0, 1]
13;-0.016713684130834086;ZX;[0, 1]
14;-0.01197309713942068;ZY;[0, 1]
15;-0.0016319686233437491;ZZ;[0, 1]
