;PauliCoefficients;PauliStrings;Qbits
0;0.37499999999999994;III;[0, 1, 2]
1;0.0037369469866373054;IIX;[0, 1, 2]
2;-0.003864829290435032;IIY;[0, 1, 2]
3;-0.12486448204380575;IIZ;[0, 1, 2]
4;0.032816886989370214;IXI;[0, 1, 2]
5;0.0010987387701819125;IXX;[0, 1, 2]
6;0.0010615104575298366;IXY;[0, 1, 2]
7;0.032852428397730137;IXZ;[0, 1, 2]
8;-0.03281688698937052;IYI;[0, 1, 2]
9;0.0010987387716183607;IYX;[0, 1, 2]
10;0.001061510456075886;IYY;[0, 1, 2]
11;-0.03285242839772444;IYZ;[0, 1, 2]
12;-0.34645482469105443;IZI;[0, 1, 2]
13;-0.004044842271734244;IZX;[0, 1, 2]
14;0.004183261079924667;IZY;[0, 1, 2]
15;0.11535973929743286;IZZ;[0, 1, 2]
16;-0.019464538077347493;XII;[0, 1, 2]
17;0.0006905874548016082;XIX;[0, 1, 2]
18;-0.0007296136266676833;XIY;[0, 1, 2]
19;-0.01944241227629065;XIZ;[0, 1, 2]
20;-0.005679681728062834;XXI;[0, 1, 2]
21;0.00018769388269222422;XXX;[0, 1, 2]
22;0.00019056241613770892;XXY;[0, 1, 2]
23;-0.005685971868838652;XXZ;[0, 1, 2]
24;-0.005679681724101259;XYI;[0, 1, 2]
25;-0.00018769388254116095;XYX;[0, 1, 2]
26;-0.0001905624168135112;XYY;[0, 1, 2]
27;-0.005685971872667273;XYZ;[0, 1, 2]
28;0.021068264195978438;XZI;[0, 1, 2]
29;-0.0006380196145289057;XZX;[0, 1, 2]
30;0.0006740750963382866;XZY;[0, 1, 2]
31;0.02104431540394413;XZZ;[0, 1, 2]
32;0.019413122284233728;YII;[0, 1, 2]
33;-0.0007042268651072631;YIX;[0, 1, 2]
34;0.00069362614376141;YIY;[0, 1, 2]
35;0.019391646371431533;YIZ;[0, 1, 2]
36;-0.0056945507133600946;YXI;[0, 1, 2]
37;0.00019743202499077618;YXX;[0, 1, 2]
38;0.0001868716192379132;YXY;[0, 1, 2]
39;-0.005701031209832102;YXZ;[0, 1, 2]
40;-0.005694550717343109;YYI;[0, 1, 2]
41;-0.00019743202431150966;YYX;[0, 1, 2]
42;-0.00018687161937851895;YYY;[0, 1, 2]
43;-0.005701031205979933;YYZ;[0, 1, 2]
44;-0.02101261214253478;YZI;[0, 1, 2]
45;0.0006506207869356433;YZX;[0, 1, 2]
46;-0.0006408269970638461;YZY;[0, 1, 2]
47;-0.020989366784489576;YZZ;[0, 1, 2]
48;-0.12140674475929976;ZII;[0, 1, 2]
49;0.003624223400843319;ZIX;[0, 1, 2]
50;-0.0037513288157677224;ZIY;[0, 1, 2]
51;-0.12127540083998684;ZIZ;[0, 1, 2]
52;0.033788085365234005;ZXI;[0, 1, 2]
53;0.001131982292523518;ZXX;[0, 1, 2]
54;0.001094526431783595;ZXY;[0, 1, 2]
55;-0.10147426877857567;ZXZ;[0, 1, 2]
56;-0.033788085365227136;ZYI;[0, 1, 2]
57;0.001131982291390262;ZYX;[0, 1, 2]
58;0.0010945264329369484;ZYY;[0, 1, 2]
59;0.10147426877856326;ZYZ;[0, 1, 2]
60;0.1121652065918579;ZZI;[0, 1, 2]
61;-0.0039228311407737085;ZZX;[0, 1, 2]
62;0.004060409050498182;ZZY;[0, 1, 2]
63;0.11204386063302735;ZZZ;[0, 1, 2]
