;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000001;IIIII;[0, 1, 2, 3, 4]
1;2.846141644405121e-07;IIIIX;[0, 1, 2, 3, 4]
2;3.4093594956618875e-07;IIIIY;[0, 1, 2, 3, 4]
3;2.7139150302057935e-10;IIIIZ;[0, 1, 2, 3, 4]
4;-4.362207554315257e-06;IIIXI;[0, 1, 2, 3, 4]
5;-1.3977102057981903e-06;IIIXX;[0, 1, 2, 3, 4]
6;1.8124539627289264e-06;IIIXY;[0, 1, 2, 3, 4]
7;-3.6099987608553905e-06;IIIXZ;[0, 1, 2, 3, 4]
8;3.417406164058466e-06;IIIYI;[0, 1, 2, 3, 4]
9;4.7260287440547063e-07;IIIYX;[0, 1, 2, 3, 4]
10;-8.398128490286222e-07;IIIYY;[0, 1, 2, 3, 4]
11;2.6080451633104552e-06;IIIYZ;[0, 1, 2, 3, 4]
12;-3.705257186903399e-07;IIIZI;[0, 1, 2, 3, 4]
13;-8.609931267937628e-10;IIIZX;[0, 1, 2, 3, 4]
14;1.894407917552964e-10;IIIZY;[0, 1, 2, 3, 4]
15;-5.988986253591122e-07;IIIZZ;[0, 1, 2, 3, 4]
16;-0.05049079238033122;IIXII;[0, 1, 2, 3, 4]
17;1.1601849944342017e-07;IIXIX;[0, 1, 2, 3, 4]
18;-1.0375959202893124e-06;IIXIY;[0, 1, 2, 3, 4]
19;-7.930097597561719e-07;IIXIZ;[0, 1, 2, 3, 4]
20;3.999403822793103e-06;IIXXI;[0, 1, 2, 3, 4]
21;4.328769674672258e-07;IIXXX;[0, 1, 2, 3, 4]
22;3.3440959812144294e-06;IIXXY;[0, 1, 2, 3, 4]
23;0.0041071165485901786;IIXXZ;[0, 1, 2, 3, 4]
24;1.7406810531946006e-06;IIXYI;[0, 1, 2, 3, 4]
25;-6.971948658268837e-07;IIXYX;[0, 1, 2, 3, 4]
26;-1.365102950226332e-08;IIXYY;[0, 1, 2, 3, 4]
27;0.007109580005382178;IIXYZ;[0, 1, 2, 3, 4]
28;9.055991628294235e-08;IIXZI;[0, 1, 2, 3, 4]
29;-1.3655625859013606e-06;IIXZX;[0, 1, 2, 3, 4]
30;8.020585799825454e-07;IIXZY;[0, 1, 2, 3, 4]
31;1.1385071779241446e-06;IIXZZ;[0, 1, 2, 3, 4]
32;-0.008201449967399427;IIYII;[0, 1, 2, 3, 4]
33;-2.6792525000532114e-06;IIYIX;[0, 1, 2, 3, 4]
34;-1.716855415871871e-06;IIYIY;[0, 1, 2, 3, 4]
35;3.5715640653074393e-06;IIYIZ;[0, 1, 2, 3, 4]
36;-3.7372282533922833e-06;IIYXI;[0, 1, 2, 3, 4]
37;1.4462173422849678e-06;IIYXX;[0, 1, 2, 3, 4]
38;4.2137312292736726e-08;IIYXY;[0, 1, 2, 3, 4]
39;-0.02524976971670321;IIYXZ;[0, 1, 2, 3, 4]
40;1.991870733049697e-07;IIYYI;[0, 1, 2, 3, 4]
41;2.0425803715470823e-06;IIYYX;[0, 1, 2, 3, 4]
42;1.2475852779427004e-06;IIYYY;[0, 1, 2, 3, 4]
