;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000002;III;[0, 1, 2]
1;4.526376018790246e-14;IIX;[0, 1, 2]
2;-4.3780029514856045e-14;IIY;[0, 1, 2]
4;-6.9735883734267645e-15;IXI;[0, 1, 2]
5;1.3935938991335717e-13;IXX;[0, 1, 2]
6;2.6960584372653917e-15;IXY;[0, 1, 2]
7;-2.864722348228099e-14;IXZ;[0, 1, 2]
8;-5.065392549852277e-15;IYI;[0, 1, 2]
9;-4.532480077021339e-15;IYX;[0, 1, 2]
10;1.3673984904441494e-13;IYY;[0, 1, 2]
11;3.885780586188048e-14;IYZ;[0, 1, 2]
12;-0.46193976625566663;IZI;[0, 1, 2]
19;7.598956186516403e-15;XIZ;[0, 1, 2]
20;3.168472428871638e-15;XXI;[0, 1, 2]
21;1.0806243053163023e-15;XXX;[0, 1, 2]
22;-4.921163845351961e-14;XXY;[0, 1, 2]
23;-1.8789657330042786e-14;XXZ;[0, 1, 2]
24;3.007359986040292e-14;XYI;[0, 1, 2]
25;4.3677599514610477e-14;XYX;[0, 1, 2]
26;9.426378948240721e-15;XYY;[0, 1, 2]
27;-3.93049308378135e-14;XYZ;[0, 1, 2]
29;-1.0631035982089365e-14;XZX;[0, 1, 2]
30;1.2496717527975265e-14;XZY;[0, 1, 2]
32;-1.7026473547038234e-14;YII;[0, 1, 2]
35;9.742044410759876e-15;YIZ;[0, 1, 2]
36;-3.0864633765448346e-14;YXI;[0, 1, 2]
37;-4.822395737943963e-15;YXX;[0, 1, 2]
38;-4.809184734472227e-14;YXY;[0, 1, 2]
39;2.1298501157174243e-14;YXZ;[0, 1, 2]
40;4.896257010944538e-15;YYI;[0, 1, 2]
41;3.792116360507025e-14;YYX;[0, 1, 2]
42;-1.1626252261268122e-14;YYY;[0, 1, 2]
43;-2.1128064575659522e-14;YYZ;[0, 1, 2]
45;1.717052335818009e-14;YZX;[0, 1, 2]
46;-1.2503669974406328e-14;YZY;[0, 1, 2]
49;-4.094169664750624e-14;ZIX;[0, 1, 2]
50;3.9409827398001473e-14;ZIY;[0, 1, 2]
52;-3.656797087359109e-15;ZXI;[0, 1, 2]
53;-1.5145062938135e-13;ZXX;[0, 1, 2]
54;-9.550465886881687e-16;ZXY;[0, 1, 2]
55;-0.13529902503650534;ZXZ;[0, 1, 2]
56;-3.372302437298913e-15;ZYI;[0, 1, 2]
57;2.3322001881792565e-15;ZYX;[0, 1, 2]
58;-1.53827092123221e-13;ZYY;[0, 1, 2]
59;0.1352990250365148;ZYZ;[0, 1, 2]
60;1.990074771640593e-14;ZZI;[0, 1, 2]
63;5.134781488891349e-16;ZZZ;[0, 1, 2]
