;PauliCoefficients;PauliStrings;Qbits
0;0.5;III;[0, 1, 2]
1;-4.68295107552974e-14;IIX;[0, 1, 2]
2;4.443705603138226e-14;IIY;[0, 1, 2]
4;2.5278390491934033e-14;IXI;[0, 1, 2]
5;-1.007939391672874e-13;IXX;[0, 1, 2]
6;2.7842745470296748e-14;IXY;[0, 1, 2]
7;9.384854005034526e-15;IXZ;[0, 1, 2]
8;-1.1549788903053582e-14;IYI;[0, 1, 2]
9;-1.837115529146338e-14;IYX;[0, 1, 2]
10;-9.989275032151745e-14;IYY;[0, 1, 2]
11;-1.3069406668009265e-14;IYZ;[0, 1, 2]
12;-0.46193976625561467;IZI;[0, 1, 2]
15;-4.08006961549745e-15;IZZ;[0, 1, 2]
16;-3.844586324644461e-14;XII;[0, 1, 2]
19;1.7948695914954405e-14;XIZ;[0, 1, 2]
20;-8.875880716172069e-14;XXI;[0, 1, 2]
21;-1.0744481476407386e-13;XXX;[0, 1, 2]
22;3.4063409645040954e-14;XXY;[0, 1, 2]
23;1.2988584817061333e-13;XXZ;[0, 1, 2]
24;-1.7442752971164044e-14;XYI;[0, 1, 2]
25;-6.744425981239366e-14;XYX;[0, 1, 2]
26;-1.3796326277584758e-13;XYY;[0, 1, 2]
27;4.551589140311396e-15;XYZ;[0, 1, 2]
29;4.671016042489748e-14;XZX;[0, 1, 2]
30;-4.955270135192924e-14;XZY;[0, 1, 2]
32;3.93788463209227e-14;YII;[0, 1, 2]
35;-3.1119502591145376e-14;YIZ;[0, 1, 2]
36;2.7357564998109485e-14;YXI;[0, 1, 2]
37;2.8190286476686977e-14;YXX;[0, 1, 2]
38;1.749446399378074e-13;YXY;[0, 1, 2]
39;1.701221628847005e-15;YXZ;[0, 1, 2]
40;-8.861276512908689e-14;YYI;[0, 1, 2]
41;-1.4096780383623941e-13;YYX;[0, 1, 2]
42;1.5443104694340404e-14;YYY;[0, 1, 2]
43;1.2950822055393663e-13;YYZ;[0, 1, 2]
45;-5.037832130627695e-14;YZX;[0, 1, 2]
46;-1.1716776366407083e-14;YZY;[0, 1, 2]
49;2.1031570582308312e-14;ZIX;[0, 1, 2]
50;-3.482235116578081e-14;ZIY;[0, 1, 2]
52;6.862566070964249e-15;ZXI;[0, 1, 2]
53;1.539883671963782e-13;ZXX;[0, 1, 2]
54;6.2406677048265635e-15;ZXY;[0, 1, 2]
55;-0.13529902503659744;ZXZ;[0, 1, 2]
56;-7.490535969267853e-15;ZYI;[0, 1, 2]
57;-2.458970527197124e-15;ZYX;[0, 1, 2]
58;1.5362667735163704e-13;ZYY;[0, 1, 2]
59;0.135299025036599;ZYZ;[0, 1, 2]
60;-6.536438057480609e-15;ZZI;[0, 1, 2]
63;-1.0796918914479647e-14;ZZZ;[0, 1, 2]
