;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000001;II;[0, 1]
1;0.017458784067944502;IX;[0, 1]
2;0.08249451836179715;IY;[0, 1]
3;-0.06350865960666972;IZ;[0, 1]
4;0.017458784067944662;XI;[0, 1]
5;-0.04852905332124169;XX;[0, 1]
6;0.07044124763614654;XY;[0, 1]
7;0.07815876707732261;XZ;[0, 1]
8;0.08249451836179704;YI;[0, 1]
9;0.07044124763614673;YX;[0, 1]
10;-0.18535946197070102;YY;[0, 1]
11;-0.2214079323072658;YZ;[0, 1]
12;-0.06350865960666961;ZI;[0, 1]
13;0.0781587670773228;ZX;[0, 1]
14;-0.22140793230726585;ZY;[0, 1]
15;-0.2661114847080578;ZZ;[0, 1]
