;PauliCoefficients;PauliStrings;Qbits
0;0.4999999999999999;IIII;[0, 1, 2, 3]
1;-0.025716834375585553;IIIX;[0, 1, 2, 3]
2;-0.06587623463454378;IIIY;[0, 1, 2, 3]
3;-0.026479724428536387;IIIZ;[0, 1, 2, 3]
4;0.0121516271298641;IIXI;[0, 1, 2, 3]
5;-0.06109991648333876;IIXX;[0, 1, 2, 3]
6;-0.002770628999869564;IIXY;[0, 1, 2, 3]
7;0.03225831953523336;IIXZ;[0, 1, 2, 3]
8;-0.04316065161938384;IIYI;[0, 1, 2, 3]
9;0.03448954261335908;IIYX;[0, 1, 2, 3]
10;-0.00021804171487500336;IIYY;[0, 1, 2, 3]
11;-0.058194689380931544;IIYZ;[0, 1, 2, 3]
12;-0.07207382614763928;IIZI;[0, 1, 2, 3]
13;-0.030572133546904735;IIZX;[0, 1, 2, 3]
14;0.006774384283805878;IIZY;[0, 1, 2, 3]
15;-0.02290026916783392;IIZZ;[0, 1, 2, 3]
16;0.012151627129864218;IXII;[0, 1, 2, 3]
17;-0.003737436921304778;IXIX;[0, 1, 2, 3]
18;0.0049957607461261905;IXIY;[0, 1, 2, 3]
19;8.447373727384772e-05;IXIZ;[0, 1, 2, 3]
20;-0.02007782889500437;IXXI;[0, 1, 2, 3]
21;0.004880667327110705;IXXX;[0, 1, 2, 3]
22;-0.015695485146118734;IXXY;[0, 1, 2, 3]
23;0.012251211513077006;IXXZ;[0, 1, 2, 3]
24;-0.0031692842989790256;IXYI;[0, 1, 2, 3]
25;0.024522583402756624;IXYX;[0, 1, 2, 3]
26;-0.007594469840584772;IXYY;[0, 1, 2, 3]
27;0.0649853386581211;IXYZ;[0, 1, 2, 3]
28;0.0009390249774998069;IXZI;[0, 1, 2, 3]
29;-0.004623154732538835;IXZX;[0, 1, 2, 3]
30;0.022618607244770175;IXZY;[0, 1, 2, 3]
31;-0.005213516631673472;IXZZ;[0, 1, 2, 3]
32;-0.04316065161938395;IYII;[0, 1, 2, 3]
33;0.003120689088146502;IYIX;[0, 1, 2, 3]
34;0.010607602408127586;IYIY;[0, 1, 2, 3]
35;0.0026835737160402794;IYIZ;[0, 1, 2, 3]
36;-0.003169284298979154;IYXI;[0, 1, 2, 3]
37;-0.015506043014219827;IYXX;[0, 1, 2, 3]
38;0.0023398236949605565;IYXY;[0, 1, 2, 3]
39;-0.002662603682732021;IYXZ;[0, 1, 2, 3]
40;-0.025017504886307346;IYYI;[0, 1, 2, 3]
41;-0.007028205971820717;IYYX;[0, 1, 2, 3]
42;-0.0026338530166109537;IYYY;[0, 1, 2, 3]
43;0.031717644817662274;IYYZ;[0, 1, 2, 3]
44;0.03186056971845022;IYZI;[0, 1, 2, 3]
45;-0.01839655002991781;IYZX;[0, 1, 2, 3]
46;0.025164610598131475;IYZY;[0, 1, 2, 3]
47;-6.278988130194911e-05;IYZZ;[0, 1, 2, 3]
48;-0.07207382614763934;IZII;[0, 1, 2, 3]
49;0.027045992524548087;IZIX;[0, 1, 2, 3]
50;0.011541315353813504;IZIY;[0, 1, 2, 3]
51;0.006671635747485229;IZIZ;[0, 1, 2, 3]
52;0.0009390249774999491;IZXI;[0, 1, 2, 3]
53;0.03369777436615817;IZXX;[0, 1, 2, 3]
54;-0.02600560762151336;IZXY;[0, 1, 2, 3]
55;-0.04331322096244669;IZXZ;[0, 1, 2, 3]
56;0.03186056971845029;IZYI;[0, 1, 2, 3]
57;0.09775379034219452;IZYX;[0, 1, 2, 3]
58;-0.027413473823968117;IZYY;[0, 1, 2, 3]
59;-0.0028802874460748034;IZYZ;[0, 1, 2, 3]
60;0.004996790833328171;IZZI;[0, 1, 2, 3]
61;0.0007410300473998984;IZZX;[0, 1, 2, 3]
62;-0.0005891199451350821;IZZY;[0, 1, 2, 3]
63;-0.027631931748528595;IZZZ;[0, 1, 2, 3]
64;-0.025716834375585678;XIII;[0, 1, 2, 3]
65;-0.015722710123954486;XIIX;[0, 1, 2, 3]
66;-0.03909518898383878;XIIY;[0, 1, 2, 3]
67;0.0022410909188325372;XIIZ;[0, 1, 2, 3]
68;-0.0037374369213048963;XIXI;[0, 1, 2, 3]
69;0.013447353980005952;XIXX;[0, 1, 2, 3]
70;-0.013230539335321118;XIXY;[0, 1, 2, 3]
71;0.002550649927955244;XIXZ;[0, 1, 2, 3]
72;0.0031206890881464062;XIYI;[0, 1, 2, 3]
73;-0.06355309140609783;XIYX;[0, 1, 2, 3]
74;0.0162343127705304;XIYY;[0, 1, 2, 3]
75;-0.01423145152811716;XIYZ;[0, 1, 2, 3]
76;0.027045992524548045;XIZI;[0, 1, 2, 3]
77;0.0027533020908294833;XIZX;[0, 1, 2, 3]
78;-0.008471946436611914;XIZY;[0, 1, 2, 3]
79;0.0012848977619084722;XIZZ;[0, 1, 2, 3]
80;-0.061099916483339026;XXII;[0, 1, 2, 3]
81;0.013447353980005912;XXIX;[0, 1, 2, 3]
82;0.05225784261865088;XXIY;[0, 1, 2, 3]
83;0.016499359871724517;XXIZ;[0, 1, 2, 3]
84;0.004880667327110666;XXXI;[0, 1, 2, 3]
85;-0.10856870844338755;XXXX;[0, 1, 2, 3]
86;0.030230266552197883;XXXY;[0, 1, 2, 3]
87;-0.014110684829701828;XXXZ;[0, 1, 2, 3]
88;-0.015506043014219983;XXYI;[0, 1, 2, 3]
89;-0.039007028553369266;XXYX;[0, 1, 2, 3]
90;0.014163186365203893;XXYY;[0, 1, 2, 3]
91;0.011203656082099778;XXYZ;[0, 1, 2, 3]
92;0.03369777436615823;XXZI;[0, 1, 2, 3]
93;-0.03062066105779194;XXZX;[0, 1, 2, 3]
94;0.0829858962310562;XXZY;[0, 1, 2, 3]
95;0.003042158203421696;XXZZ;[0, 1, 2, 3]
96;0.03448954261335907;XYII;[0, 1, 2, 3]
97;-0.06355309140609779;XYIX;[0, 1, 2, 3]
98;0.024864908477200687;XYIY;[0, 1, 2, 3]
99;-0.03077133025470595;XYIZ;[0, 1, 2, 3]
100;0.024522583402756634;XYXI;[0, 1, 2, 3]
101;-0.039007028553369114;XYXX;[0, 1, 2, 3]
102;0.07134445256081887;XYXY;[0, 1, 2, 3]
103;0.030688911295615677;XYXZ;[0, 1, 2, 3]
104;-0.007028205971820706;XYYI;[0, 1, 2, 3]
105;-0.11216244030963597;XYYX;[0, 1, 2, 3]
106;0.008323374697463196;XYYY;[0, 1, 2, 3]
107;-0.01492027442330872;XYYZ;[0, 1, 2, 3]
108;0.09775379034219447;XYZI;[0, 1, 2, 3]
109;-0.01453528079057597;XYZX;[0, 1, 2, 3]
110;-0.06479624897015275;XYZY;[0, 1, 2, 3]
111;0.013939022778653647;XYZZ;[0, 1, 2, 3]
112;-0.03057213354690469;XZII;[0, 1, 2, 3]
113;0.0027533020908294364;XZIX;[0, 1, 2, 3]
114;0.02657295931728597;XZIY;[0, 1, 2, 3]
115;0.011338881138487085;XZIZ;[0, 1, 2, 3]
116;-0.004623154732538945;XZXI;[0, 1, 2, 3]
117;-0.03062066105779196;XZXX;[0, 1, 2, 3]
118;0.005311963023933278;XZXY;[0, 1, 2, 3]
119;-0.010184995202669299;XZXZ;[0, 1, 2, 3]
120;-0.018396550029917764;XZYI;[0, 1, 2, 3]
121;-0.014535280790575894;XZYX;[0, 1, 2, 3]
122;-0.007701504809906569;XZYY;[0, 1, 2, 3]
123;0.010908465029346458;XZYZ;[0, 1, 2, 3]
124;0.0007410300473999435;XZZI;[0, 1, 2, 3]
125;-0.08666117494628933;XZZX;[0, 1, 2, 3]
126;0.031831822399284636;XZZY;[0, 1, 2, 3]
127;-0.00584196335890916;XZZZ;[0, 1, 2, 3]
128;-0.06587623463454394;YIII;[0, 1, 2, 3]
129;-0.03909518898383881;YIIX;[0, 1, 2, 3]
130;-0.06392755309542192;YIIY;[0, 1, 2, 3]
131;0.007771743876763611;YIIZ;[0, 1, 2, 3]
132;0.004995760746126011;YIXI;[0, 1, 2, 3]
133;0.05225784261865091;YIXX;[0, 1, 2, 3]
134;-0.03648581438300934;YIXY;[0, 1, 2, 3]
135;0.00632107659116268;YIXZ;[0, 1, 2, 3]
136;0.01060760240812769;YIYI;[0, 1, 2, 3]
137;0.024864908477200777;YIYX;[0, 1, 2, 3]
138;0.010438968299907217;YIYY;[0, 1, 2, 3]
139;0.002646979293341338;YIYZ;[0, 1, 2, 3]
140;0.011541315353813548;YIZI;[0, 1, 2, 3]
141;0.02657295931728609;YIZX;[0, 1, 2, 3]
142;0.03989392480829551;YIZY;[0, 1, 2, 3]
143;-0.013999201260339099;YIZZ;[0, 1, 2, 3]
144;-0.002770628999869535;YXII;[0, 1, 2, 3]
145;-0.013230539335321128;YXIX;[0, 1, 2, 3]
146;-0.03648581438300919;YXIY;[0, 1, 2, 3]
147;-0.008007763474833188;YXIZ;[0, 1, 2, 3]
148;-0.015695485146118834;YXXI;[0, 1, 2, 3]
149;0.03023026655219789;YXXX;[0, 1, 2, 3]
150;-0.006556080167301637;YXXY;[0, 1, 2, 3]
151;0.001463970956561519;YXXZ;[0, 1, 2, 3]
152;0.0023398236949605505;YXYI;[0, 1, 2, 3]
153;0.07134445256081898;YXYX;[0, 1, 2, 3]
154;-0.02373423224192532;YXYY;[0, 1, 2, 3]
155;-0.006540089553803208;YXYZ;[0, 1, 2, 3]
156;-0.026005607621513403;YXZI;[0, 1, 2, 3]
157;0.005311963023933247;YXZX;[0, 1, 2, 3]
158;-0.04249663713879746;YXZY;[0, 1, 2, 3]
159;-0.0076278754250336915;YXZZ;[0, 1, 2, 3]
160;-0.0002180417148751057;YYII;[0, 1, 2, 3]
161;0.016234312770530467;YYIX;[0, 1, 2, 3]
162;0.010438968299907316;YYIY;[0, 1, 2, 3]
163;0.006239369196559888;YYIZ;[0, 1, 2, 3]
164;-0.00759446984058479;YYXI;[0, 1, 2, 3]
165;0.014163186365203969;YYXX;[0, 1, 2, 3]
166;-0.023734232241925234;YYXY;[0, 1, 2, 3]
167;0.0036393883951000945;YYXZ;[0, 1, 2, 3]
168;-0.002633853016610864;YYYI;[0, 1, 2, 3]
169;0.008323374697463044;YYYX;[0, 1, 2, 3]
170;0.003930526894967963;YYYY;[0, 1, 2, 3]
171;0.008170017195923675;YYYZ;[0, 1, 2, 3]
172;-0.027413473823968068;YYZI;[0, 1, 2, 3]
173;-0.007701504809906674;YYZX;[0, 1, 2, 3]
174;-0.022769220464998262;YYZY;[0, 1, 2, 3]
175;0.010110985168949562;YYZZ;[0, 1, 2, 3]
176;0.006774384283805876;YZII;[0, 1, 2, 3]
177;-0.008471946436611859;YZIX;[0, 1, 2, 3]
178;0.039893924808295456;YZIY;[0, 1, 2, 3]
179;0.005852175102160067;YZIZ;[0, 1, 2, 3]
180;0.022618607244770116;YZXI;[0, 1, 2, 3]
181;0.082985896231056;YZXX;[0, 1, 2, 3]
182;-0.042496637138797436;YZXY;[0, 1, 2, 3]
183;-0.00972846940945045;YZXZ;[0, 1, 2, 3]
184;0.025164610598131628;YZYI;[0, 1, 2, 3]
185;-0.06479624897015285;YZYX;[0, 1, 2, 3]
186;-0.022769220464998227;YZYY;[0, 1, 2, 3]
187;0.002378986712527899;YZYZ;[0, 1, 2, 3]
188;-0.0005891199451350526;YZZI;[0, 1, 2, 3]
189;0.03183182239928465;YZZX;[0, 1, 2, 3]
190;-0.02026956840363083;YZZY;[0, 1, 2, 3]
191;0.015869746843662137;YZZZ;[0, 1, 2, 3]
192;-0.02647972442853637;ZIII;[0, 1, 2, 3]
193;0.0022410909188325546;ZIIX;[0, 1, 2, 3]
194;0.007771743876763668;ZIIY;[0, 1, 2, 3]
195;-0.0003959814048026186;ZIIZ;[0, 1, 2, 3]
196;8.447373727378873e-05;ZIXI;[0, 1, 2, 3]
197;0.01649935987172446;ZIXX;[0, 1, 2, 3]
198;-0.00800776347483326;ZIXY;[0, 1, 2, 3]
199;-0.0949638255278401;ZIXZ;[0, 1, 2, 3]
200;0.002683573716040227;ZIYI;[0, 1, 2, 3]
201;-0.03077133025470606;ZIYX;[0, 1, 2, 3]
202;0.00623936919655995;ZIYY;[0, 1, 2, 3]
203;0.020782422398756925;ZIYZ;[0, 1, 2, 3]
204;0.0066716357474853605;ZIZI;[0, 1, 2, 3]
205;0.011338881138487245;ZIZX;[0, 1, 2, 3]
206;0.005852175102160064;ZIZY;[0, 1, 2, 3]
207;0.0011051153929329677;ZIZZ;[0, 1, 2, 3]
208;0.032258319535233296;ZXII;[0, 1, 2, 3]
209;0.002550649927955381;ZXIX;[0, 1, 2, 3]
210;0.006321076591162702;ZXIY;[0, 1, 2, 3]
211;-0.0949638255278402;ZXIZ;[0, 1, 2, 3]
212;0.012251211513076996;ZXXI;[0, 1, 2, 3]
213;-0.01411068482970191;ZXXX;[0, 1, 2, 3]
214;0.0014639709565614366;ZXXY;[0, 1, 2, 3]
215;0.007431472408117649;ZXXZ;[0, 1, 2, 3]
216;-0.0026626036827320106;ZXYI;[0, 1, 2, 3]
217;0.030688911295615646;ZXYX;[0, 1, 2, 3]
218;0.00363938839510015;ZXYY;[0, 1, 2, 3]
219;0.06404717743057856;ZXYZ;[0, 1, 2, 3]
220;-0.0433132209624465;ZXZI;[0, 1, 2, 3]
221;-0.010184995202669364;ZXZX;[0, 1, 2, 3]
222;-0.009728469409450505;ZXZY;[0, 1, 2, 3]
223;-0.013176689639821947;ZXZZ;[0, 1, 2, 3]
224;-0.05819468938093155;ZYII;[0, 1, 2, 3]
225;-0.01423145152811709;ZYIX;[0, 1, 2, 3]
226;0.002646979293341375;ZYIY;[0, 1, 2, 3]
227;0.020782422398756897;ZYIZ;[0, 1, 2, 3]
228;0.06498533865812124;ZYXI;[0, 1, 2, 3]
229;0.01120365608209976;ZYXX;[0, 1, 2, 3]
230;-0.006540089553803102;ZYXY;[0, 1, 2, 3]
231;0.06404717743057863;ZYXZ;[0, 1, 2, 3]
232;0.03171764481766237;ZYYI;[0, 1, 2, 3]
233;-0.014920274423308769;ZYYX;[0, 1, 2, 3]
234;0.008170017195923689;ZYYY;[0, 1, 2, 3]
235;-0.05046766544815036;ZYYZ;[0, 1, 2, 3]
236;-0.002880287446074979;ZYZI;[0, 1, 2, 3]
237;0.01090846502934651;ZYZX;[0, 1, 2, 3]
238;0.002378986712527786;ZYZY;[0, 1, 2, 3]
239;0.018163432007233124;ZYZZ;[0, 1, 2, 3]
240;-0.02290026916783406;ZZII;[0, 1, 2, 3]
241;0.0012848977619084106;ZZIX;[0, 1, 2, 3]
242;-0.013999201260339095;ZZIY;[0, 1, 2, 3]
243;0.0011051153929330579;ZZIZ;[0, 1, 2, 3]
244;-0.005213516631673323;ZZXI;[0, 1, 2, 3]
245;0.003042158203421611;ZZXX;[0, 1, 2, 3]
246;-0.007627875425033654;ZZXY;[0, 1, 2, 3]
247;-0.013176689639821906;ZZXZ;[0, 1, 2, 3]
