;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000001;III;[0, 1, 2]
1;3.448738690459141e-15;IIX;[0, 1, 2]
2;-1.3725999503666486e-15;IIY;[0, 1, 2]
4;1.2427558981897846e-14;IXI;[0, 1, 2]
5;-5.431852884152377e-15;IXX;[0, 1, 2]
6;3.075664722906879e-15;IXY;[0, 1, 2]
7;-1.0099560077136971e-14;IXZ;[0, 1, 2]
8;-2.0747292772682613e-14;IYI;[0, 1, 2]
9;6.3889865620225805e-15;IYX;[0, 1, 2]
10;-7.752045533271357e-15;IYY;[0, 1, 2]
11;1.9345636204093353e-14;IYZ;[0, 1, 2]
12;-0.4619397662556439;IZI;[0, 1, 2]
15;-8.049116928532385e-16;IZZ;[0, 1, 2]
16;-1.342216539735458e-14;XII;[0, 1, 2]
19;1.76167267622665e-14;XIZ;[0, 1, 2]
20;-6.13471946853128e-14;XXI;[0, 1, 2]
21;4.004300146673301e-14;XXX;[0, 1, 2]
22;-1.935371351027837e-14;XXY;[0, 1, 2]
23;4.914211398920898e-14;XXZ;[0, 1, 2]
24;5.983928630381996e-15;XYI;[0, 1, 2]
25;4.249150944296565e-15;XYX;[0, 1, 2]
26;2.3297498912694392e-14;XYY;[0, 1, 2]
27;-2.1220004919886293e-15;XYZ;[0, 1, 2]
29;-8.841668716619289e-16;XZX;[0, 1, 2]
30;1.2055020339168249e-14;XZY;[0, 1, 2]
32;1.377993856174764e-14;YII;[0, 1, 2]
35;-1.6226766024612926e-14;YIZ;[0, 1, 2]
36;3.1814828549414642e-15;YXI;[0, 1, 2]
37;-9.439606214745044e-16;YXX;[0, 1, 2]
38;-2.3581343041451097e-14;YXY;[0, 1, 2]
39;-6.0407408242202365e-15;YXZ;[0, 1, 2]
40;-6.322156340110574e-14;YYI;[0, 1, 2]
41;4.020151182435039e-14;YYX;[0, 1, 2]
42;-2.064835932444331e-14;YYY;[0, 1, 2]
43;5.179797563092947e-14;YYZ;[0, 1, 2]
45;1.2469443067073677e-14;YZX;[0, 1, 2]
46;1.0461575182529881e-14;YZY;[0, 1, 2]
49;1.4483856822233854e-15;ZIX;[0, 1, 2]
51;-3.0531133177191805e-16;ZIZ;[0, 1, 2]
52;5.336009412104659e-15;ZXI;[0, 1, 2]
53;-1.0247445253463994e-14;ZXX;[0, 1, 2]
54;-3.851086116668512e-15;ZXY;[0, 1, 2]
55;-0.13529902503655386;ZXZ;[0, 1, 2]
56;2.095545958979983e-15;ZYI;[0, 1, 2]
57;5.7245874707234634e-15;ZYX;[0, 1, 2]
58;-7.613267655193212e-15;ZYY;[0, 1, 2]
59;0.1352990250365432;ZYZ;[0, 1, 2]
60;8.409939411535561e-15;ZZI;[0, 1, 2]
63;-9.409140133698202e-15;ZZZ;[0, 1, 2]
