;PauliCoefficients;PauliStrings;Qbits
0;0.4999999999999997;III;[0, 1, 2]
1;2.0839721007887002e-15;IIX;[0, 1, 2]
2;6.533520876010265e-16;IIY;[0, 1, 2]
4;-1.394717674685353e-15;IXI;[0, 1, 2]
5;2.8902661514118577e-15;IXX;[0, 1, 2]
6;-3.209780531643336e-16;IXY;[0, 1, 2]
7;5.967448757360216e-16;IXZ;[0, 1, 2]
8;1.7486012637846216e-15;IYI;[0, 1, 2]
9;-5.664414250150518e-16;IYX;[0, 1, 2]
10;2.9522825156780286e-15;IYY;[0, 1, 2]
11;-7.806255641895632e-16;IYZ;[0, 1, 2]
12;-0.46193976625564387;IZI;[0, 1, 2]
15;3.469446951953614e-16;IZZ;[0, 1, 2]
16;2.030385408413604e-15;XII;[0, 1, 2]
19;-1.1330996904646007e-15;XIZ;[0, 1, 2]
20;7.301342690169133e-15;XXI;[0, 1, 2]
21;5.2583805365546965e-15;XXX;[0, 1, 2]
22;1.0612929805808857e-14;XXY;[0, 1, 2]
23;-6.215622634642148e-15;XXZ;[0, 1, 2]
24;3.0831999280056532e-15;XYI;[0, 1, 2]
25;-8.62471986190494e-15;XYX;[0, 1, 2]
26;8.264222639553509e-15;XYY;[0, 1, 2]
27;1.1580905505403916e-15;XYZ;[0, 1, 2]
29;-5.4848839229140745e-15;XZX;[0, 1, 2]
30;-1.2111080367749327e-15;XZY;[0, 1, 2]
32;-1.5267396179761972e-15;YII;[0, 1, 2]
35;3.0472247446698686e-15;YIZ;[0, 1, 2]
36;-3.94058700600719e-15;YXI;[0, 1, 2]
37;1.0363129625268197e-14;YXX;[0, 1, 2]
38;-7.447601563237427e-15;YXY;[0, 1, 2]
39;-8.349983031397112e-16;YXZ;[0, 1, 2]
40;7.935600961073153e-15;YYI;[0, 1, 2]
41;5.998673779927799e-15;YYX;[0, 1, 2]
42;1.1317010696620944e-14;YYY;[0, 1, 2]
43;-6.148618940382544e-15;YYZ;[0, 1, 2]
45;-7.637120102987893e-16;YZX;[0, 1, 2]
46;4.078023183896884e-15;YZY;[0, 1, 2]
49;-7.608117694873906e-16;ZIX;[0, 1, 2]
50;6.824934091183635e-16;ZIY;[0, 1, 2]
52;-1.6445178552260131e-15;ZXI;[0, 1, 2]
53;-2.316723202167026e-15;ZXX;[0, 1, 2]
54;-4.814453957030507e-15;ZXY;[0, 1, 2]
55;-0.13529902503654817;ZXZ;[0, 1, 2]
56;-7.077671781985373e-16;ZYI;[0, 1, 2]
57;4.541343429781408e-15;ZYX;[0, 1, 2]
58;-2.224782857940255e-15;ZYY;[0, 1, 2]
59;0.13529902503654787;ZYZ;[0, 1, 2]
60;-3.469446951953614e-16;ZZI;[0, 1, 2]
63;9.853229343548264e-16;ZZZ;[0, 1, 2]
