;PauliCoefficients;PauliStrings;Qbits
0;0.4999999999999999;III;[0, 1, 2]
2;1.1287290004567685e-15;IIY;[0, 1, 2]
4;-1.9220736113823023e-15;IXI;[0, 1, 2]
5;5.082739784612045e-15;IXX;[0, 1, 2]
6;-5.518589057951218e-16;IXY;[0, 1, 2]
7;5.551115123125783e-16;IXZ;[0, 1, 2]
8;2.14064876935538e-15;IYI;[0, 1, 2]
9;-6.520391865327824e-16;IYX;[0, 1, 2]
10;5.143888787140227e-15;IYY;[0, 1, 2]
11;-7.528699885739343e-16;IYZ;[0, 1, 2]
12;-0.4619397662556437;IZI;[0, 1, 2]
15;4.0245584642661925e-16;IZZ;[0, 1, 2]
16;1.9264104200722443e-15;XII;[0, 1, 2]
19;-3.249787591808051e-15;XIZ;[0, 1, 2]
20;1.1475412634021076e-14;XXI;[0, 1, 2]
21;-1.2012309549835898e-14;XXX;[0, 1, 2]
22;1.7937582842686428e-14;XXY;[0, 1, 2]
23;-5.052382123782451e-15;XXZ;[0, 1, 2]
24;-6.88996928087382e-16;XYI;[0, 1, 2]
25;-1.632645841437297e-14;XYX;[0, 1, 2]
26;-8.872893739186871e-15;XYY;[0, 1, 2]
27;2.227506915898625e-15;XYZ;[0, 1, 2]
29;-2.6148381420190714e-15;XZX;[0, 1, 2]
30;-7.842196943913526e-15;XZY;[0, 1, 2]
32;-7.900039129815628e-16;YII;[0, 1, 2]
35;3.151667295198113e-15;YIZ;[0, 1, 2]
36;-4.793393329829976e-16;YXI;[0, 1, 2]
37;1.6055407871251592e-14;YXX;[0, 1, 2]
38;1.0327893054662418e-14;YXY;[0, 1, 2]
39;-1.8779601354892983e-15;YXZ;[0, 1, 2]
40;1.1512709188754577e-14;YYI;[0, 1, 2]
41;-1.0755068710621707e-14;YYX;[0, 1, 2]
42;1.927028415310561e-14;YYY;[0, 1, 2]
43;-4.78393366587504e-15;YYZ;[0, 1, 2]
45;-7.87255460474312e-15;YZX;[0, 1, 2]
46;1.2721621716130227e-15;YZY;[0, 1, 2]
49;-1.3365502281315056e-15;ZIX;[0, 1, 2]
50;1.3134770506482984e-15;ZIY;[0, 1, 2]
52;-1.1171619185290638e-15;ZXI;[0, 1, 2]
53;2.181414771040835e-15;ZXX;[0, 1, 2]
54;-2.3008938504487375e-15;ZXY;[0, 1, 2]
55;-0.13529902503654895;ZXZ;[0, 1, 2]
56;1.0096090630185017e-15;ZYI;[0, 1, 2]
57;1.7128225920926e-15;ZYX;[0, 1, 2]
58;2.454200037638188e-15;ZYY;[0, 1, 2]
59;0.13529902503654792;ZYZ;[0, 1, 2]
60;-3.191891195797325e-16;ZZI;[0, 1, 2]
63;1.1796119636642288e-15;ZZZ;[0, 1, 2]
