;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000002;IIII;[0, 1, 2, 3]
1;-0.016941044375552723;IIIX;[0, 1, 2, 3]
2;0.0011849593287678439;IIIY;[0, 1, 2, 3]
3;-4.3458778242744245e-12;IIIZ;[0, 1, 2, 3]
4;-0.02450460655207183;IIXI;[0, 1, 2, 3]
5;0.03850185827401199;IIXX;[0, 1, 2, 3]
6;0.005427897453342929;IIXY;[0, 1, 2, 3]
7;0.0023026924706630886;IIXZ;[0, 1, 2, 3]
8;-0.00998029499980993;IIYI;[0, 1, 2, 3]
9;0.006565230472731006;IIYX;[0, 1, 2, 3]
10;0.047284325967467726;IIYY;[0, 1, 2, 3]
11;-0.021623649703600294;IIYZ;[0, 1, 2, 3]
12;-0.17486235359595745;IIZI;[0, 1, 2, 3]
13;-0.09442750418925946;IIZX;[0, 1, 2, 3]
14;0.054517744962598425;IIZY;[0, 1, 2, 3]
15;-0.03478564311783735;IIZZ;[0, 1, 2, 3]
16;-0.024504606551486924;IXII;[0, 1, 2, 3]
17;0.005897146657882564;IXIX;[0, 1, 2, 3]
18;-0.002328581118580977;IXIY;[0, 1, 2, 3]
19;0.039335085517095456;IXIZ;[0, 1, 2, 3]
20;-0.07857205631114625;IXXI;[0, 1, 2, 3]
21;0.0017988046511971966;IXXX;[0, 1, 2, 3]
22;-0.00027777823940367766;IXXY;[0, 1, 2, 3]
23;0.005071367083961769;IXXZ;[0, 1, 2, 3]
24;0.01781778179096935;IXYI;[0, 1, 2, 3]
25;0.005653699617225774;IXYX;[0, 1, 2, 3]
26;-0.0018931558697017404;IXYY;[0, 1, 2, 3]
27;0.0028332978386243135;IXYZ;[0, 1, 2, 3]
28;-0.022333616111983055;IXZI;[0, 1, 2, 3]
29;0.0008099346241708964;IXZX;[0, 1, 2, 3]
30;0.003439534898564651;IXZY;[0, 1, 2, 3]
31;0.014285029128192996;IXZZ;[0, 1, 2, 3]
32;-0.009980294999449302;IYII;[0, 1, 2, 3]
33;0.0043195059063378975;IYIX;[0, 1, 2, 3]
34;-0.0024038536753417956;IYIY;[0, 1, 2, 3]
35;-0.018413974528915154;IYIZ;[0, 1, 2, 3]
36;0.017817781792571232;IYXI;[0, 1, 2, 3]
37;-0.0023667314755896965;IYXX;[0, 1, 2, 3]
38;0.002380458802414959;IYXY;[0, 1, 2, 3]
39;-0.002056573031720524;IYXZ;[0, 1, 2, 3]
40;-0.0553261862866547;IYYI;[0, 1, 2, 3]
41;-0.0015035192726847572;IYYX;[0, 1, 2, 3]
42;0.0009152671816515957;IYYY;[0, 1, 2, 3]
43;-0.009977709394753568;IYYZ;[0, 1, 2, 3]
44;0.01799265425285375;IYZI;[0, 1, 2, 3]
45;0.0003332483121848001;IYZX;[0, 1, 2, 3]
46;-0.0009690300438508267;IYZY;[0, 1, 2, 3]
47;0.00029329060741748684;IYZZ;[0, 1, 2, 3]
48;-0.1748623535965224;IZII;[0, 1, 2, 3]
49;0.042615891906726815;IZIX;[0, 1, 2, 3]
50;-0.028361630362653975;IZIY;[0, 1, 2, 3]
51;0.03410921929224113;IZIZ;[0, 1, 2, 3]
52;-0.022333616114060834;IZXI;[0, 1, 2, 3]
53;0.014739680340088197;IZXX;[0, 1, 2, 3]
54;-0.008648854553634277;IZXY;[0, 1, 2, 3]
55;-0.14455779589766887;IZXZ;[0, 1, 2, 3]
56;0.017992654254936225;IZYI;[0, 1, 2, 3]
57;0.013795157488309348;IZYX;[0, 1, 2, 3]
58;0.012467359786077383;IZYY;[0, 1, 2, 3]
59;0.08629432530906458;IZYZ;[0, 1, 2, 3]
60;0.0361427110156973;IZZI;[0, 1, 2, 3]
61;-0.010092062959182885;IZZX;[0, 1, 2, 3]
62;0.012921703457022114;IZZY;[0, 1, 2, 3]
63;0.004906342308968303;IZZZ;[0, 1, 2, 3]
64;-0.01694104437609875;XIII;[0, 1, 2, 3]
65;-0.013019194929125222;XIIX;[0, 1, 2, 3]
66;-0.026984324012687057;XIIY;[0, 1, 2, 3]
67;0.001158964275662814;XIIZ;[0, 1, 2, 3]
68;0.005897146658265013;XIXI;[0, 1, 2, 3]
69;0.00022294806932106424;XIXX;[0, 1, 2, 3]
70;-0.0001202085977447323;XIXY;[0, 1, 2, 3]
71;0.01762078460224943;XIXZ;[0, 1, 2, 3]
