;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000001;III;[0, 1, 2]
1;-1.4226087755725425e-15;IIX;[0, 1, 2]
4;-5.204170427930421e-16;IXI;[0, 1, 2]
5;2.962772171696826e-15;IXX;[0, 1, 2]
6;6.32476113582997e-16;IXY;[0, 1, 2]
8;7.494005416219807e-16;IYI;[0, 1, 2]
9;-1.0119468739529236e-15;IYX;[0, 1, 2]
10;2.8843301445174996e-15;IYY;[0, 1, 2]
11;3.5735303605122226e-16;IYZ;[0, 1, 2]
12;-0.46193976625564326;IZI;[0, 1, 2]
16;-9.931698475781903e-16;XII;[0, 1, 2]
19;-1.5627012487848257e-15;XIZ;[0, 1, 2]
20;3.268666262136455e-15;XXI;[0, 1, 2]
21;-1.646572418342873e-14;XXX;[0, 1, 2]
22;4.055404016073405e-15;XXY;[0, 1, 2]
23;2.4980153579337583e-15;XXZ;[0, 1, 2]
24;-2.803638397830266e-15;XYI;[0, 1, 2]
25;-5.02511443914444e-15;XYX;[0, 1, 2]
26;-1.6246064823283168e-14;XYY;[0, 1, 2]
27;-1.073685411412395e-15;XYZ;[0, 1, 2]
29;3.225582778307312e-15;XZX;[0, 1, 2]
30;-5.669293159926703e-15;XZY;[0, 1, 2]
32;4.0417701737544e-16;YII;[0, 1, 2]
36;2.404977259007346e-15;YXI;[0, 1, 2]
37;3.6460092757428786e-15;YXX;[0, 1, 2]
38;1.6392865797437706e-14;YXY;[0, 1, 2]
39;9.282939000820889e-16;YXZ;[0, 1, 2]
40;2.93993616343885e-15;YYI;[0, 1, 2]
41;-1.5909528468943668e-14;YYX;[0, 1, 2]
42;5.191647892838214e-15;YYY;[0, 1, 2]
43;2.4485757388684193e-15;YYZ;[0, 1, 2]
45;-6.004962152528215e-15;YZX;[0, 1, 2]
46;-3.4064277006778942e-15;YZY;[0, 1, 2]
49;-1.0006372900411842e-15;ZIX;[0, 1, 2]
50;5.703716578903117e-16;ZIY;[0, 1, 2]
52;4.787836793695988e-16;ZXI;[0, 1, 2]
53;2.5393912233412363e-15;ZXX;[0, 1, 2]
54;2.3263251676571006e-15;ZXY;[0, 1, 2]
55;-0.1352990250365495;ZXZ;[0, 1, 2]
56;7.91033905045424e-16;ZYI;[0, 1, 2]
57;-2.455995747486367e-15;ZYX;[0, 1, 2]
58;2.499329953067897e-15;ZYY;[0, 1, 2]
59;0.1352990250365497;ZYZ;[0, 1, 2]
63;4.718447854656915e-16;ZZZ;[0, 1, 2]
