;PauliCoefficients;PauliStrings;Qbits
0;0.4999999999999999;III;[0, 1, 2]
1;-7.491240700679969e-15;IIX;[0, 1, 2]
2;7.24577732882925e-15;IIY;[0, 1, 2]
4;5.592748486549226e-15;IXI;[0, 1, 2]
5;-2.0263982549242887e-14;IXX;[0, 1, 2]
6;1.6393949999610191e-15;IXY;[0, 1, 2]
7;6.349087922075114e-16;IXZ;[0, 1, 2]
8;-5.245803791353865e-15;IYI;[0, 1, 2]
9;1.3330536761252398e-15;IYX;[0, 1, 2]
10;-2.0226198103531767e-14;IYY;[0, 1, 2]
11;-8.847089727481716e-16;IYZ;[0, 1, 2]
12;-0.4619397662556397;IZI;[0, 1, 2]
15;9.159339953157541e-16;IZZ;[0, 1, 2]
16;-5.990488053525533e-15;XII;[0, 1, 2]
19;2.6867071935277043e-15;XIZ;[0, 1, 2]
20;-1.2495863718764433e-14;XXI;[0, 1, 2]
21;-1.2096877319289767e-14;XXX;[0, 1, 2]
22;1.499711813068849e-14;XXY;[0, 1, 2]
23;2.1037967375125977e-14;XXZ;[0, 1, 2]
24;-2.940356291780688e-16;XYI;[0, 1, 2]
25;-2.0184808685597133e-14;XYX;[0, 1, 2]
26;-1.5532930844330828e-14;XYY;[0, 1, 2]
27;1.0975378592070761e-15;XYZ;[0, 1, 2]
29;4.008729112547904e-15;XZX;[0, 1, 2]
30;-8.706976925478699e-15;XZY;[0, 1, 2]
32;6.568638862003429e-15;YII;[0, 1, 2]
35;-3.695936785785836e-15;YIZ;[0, 1, 2]
36;3.2959746043559335e-15;YXI;[0, 1, 2]
37;1.2309597785531423e-14;YXX;[0, 1, 2]
38;2.3127116541288295e-14;YXY;[0, 1, 2]
39;-7.965633361251001e-16;YXZ;[0, 1, 2]
40;-1.270099476979869e-14;YYI;[0, 1, 2]
41;-1.7388217601888023e-14;YYX;[0, 1, 2]
42;9.820269597504705e-15;YYY;[0, 1, 2]
43;2.1159181178009856e-14;YYZ;[0, 1, 2]
45;-8.929631394125753e-15;YZX;[0, 1, 2]
46;2.484774538902279e-15;YZY;[0, 1, 2]
49;5.4338586581714754e-15;ZIX;[0, 1, 2]
50;-5.56439659973873e-15;ZIY;[0, 1, 2]
52;-9.43689570931383e-16;ZXI;[0, 1, 2]
53;2.551889363884563e-14;ZXX;[0, 1, 2]
55;-0.13529902503655558;ZXZ;[0, 1, 2]
56;1.5681900222830336e-15;ZYI;[0, 1, 2]
57;-7.345198668046171e-16;ZYX;[0, 1, 2]
58;2.563289749728248e-14;ZYY;[0, 1, 2]
59;0.13529902503655516;ZYZ;[0, 1, 2]
60;-3.0531133177191805e-16;ZZI;[0, 1, 2]
63;-3.164135620181696e-15;ZZZ;[0, 1, 2]
