;PauliCoefficients;PauliStrings;Qbits
0;0.75;III;[0, 1, 2]
1;0.04943403677569709;IIX;[0, 1, 2]
2;0.04219511410991027;IIY;[0, 1, 2]
3;-0.0829224586077352;IIZ;[0, 1, 2]
4;0.04493097839514491;IXI;[0, 1, 2]
5;-0.01875032435164666;IXX;[0, 1, 2]
6;0.0083762786845604;IXY;[0, 1, 2]
7;0.005409678394834465;IXZ;[0, 1, 2]
8;-0.004748903655911324;IYI;[0, 1, 2]
9;0.07764337665140195;IYX;[0, 1, 2]
10;-0.05286482057417376;IYY;[0, 1, 2]
11;-0.046954308949592925;IYZ;[0, 1, 2]
12;-0.07570552342241729;IZI;[0, 1, 2]
13;0.02563511320081724;IZX;[0, 1, 2]
14;-0.013664373527784894;IZY;[0, 1, 2]
15;-0.020987706696240227;IZZ;[0, 1, 2]
16;0.049434036775697146;XII;[0, 1, 2]
17;-0.06663235950119191;XIX;[0, 1, 2]
18;-0.0759859406433551;XIY;[0, 1, 2]
19;-0.026801742157214634;XIZ;[0, 1, 2]
20;-0.018750324351646672;XXI;[0, 1, 2]
21;0.042370601264949216;XXX;[0, 1, 2]
22;-0.020944587247071746;XXY;[0, 1, 2]
23;0.0606131611324669;XXZ;[0, 1, 2]
24;0.07764337665140177;XYI;[0, 1, 2]
25;-0.02311570064820987;XYX;[0, 1, 2]
26;-0.02301615553001512;XYY;[0, 1, 2]
27;0.1158073841955608;XYZ;[0, 1, 2]
28;0.025635113200817197;XZI;[0, 1, 2]
29;0.05663274393597548;XZX;[0, 1, 2]
30;-0.03447821863196322;XZY;[0, 1, 2]
31;0.009250097897936701;XZZ;[0, 1, 2]
32;0.04219511410991019;YII;[0, 1, 2]
33;-0.075985940643355;YIX;[0, 1, 2]
34;-0.12679002845368437;YIY;[0, 1, 2]
35;0.01167259230422441;YIZ;[0, 1, 2]
36;0.008376278684560569;YXI;[0, 1, 2]
37;-0.020944587247071576;YXX;[0, 1, 2]
38;0.06476242419187783;YXY;[0, 1, 2]
39;-0.06885003579472687;YXZ;[0, 1, 2]
40;-0.05286482057417374;YYI;[0, 1, 2]
41;-0.023016155530015008;YYX;[0, 1, 2]
42;0.09028219495457349;YYY;[0, 1, 2]
43;-0.05428899520964579;YYZ;[0, 1, 2]
44;-0.013664373527784922;YZI;[0, 1, 2]
45;-0.03447821863196304;YZX;[0, 1, 2]
46;-0.09423217233657463;YZY;[0, 1, 2]
47;-0.043248271033879675;YZZ;[0, 1, 2]
48;-0.08292245860773487;ZII;[0, 1, 2]
49;-0.026801742157214762;ZIX;[0, 1, 2]
50;0.011672592304224216;ZIY;[0, 1, 2]
51;-0.05657761204512399;ZIZ;[0, 1, 2]
52;0.005409678394834361;ZXI;[0, 1, 2]
53;0.06061316113246695;ZXX;[0, 1, 2]
54;-0.06885003579472679;ZXY;[0, 1, 2]
55;-0.06220204706168171;ZXZ;[0, 1, 2]
56;-0.04695430894959277;ZYI;[0, 1, 2]
57;0.11580738419556078;ZYX;[0, 1, 2]
58;-0.05428899520964588;ZYY;[0, 1, 2]
59;-0.07191539796227532;ZYZ;[0, 1, 2]
60;-0.020987706696240088;ZZI;[0, 1, 2]
61;0.009250097897936665;ZZX;[0, 1, 2]
62;-0.04324827103387971;ZZY;[0, 1, 2]
63;-0.03810609502181832;ZZZ;[0, 1, 2]
