;PauliCoefficients;PauliStrings;Qbits
0;0.5000000000000001;II;[0, 1]
1;0.06992841513098899;IX;[0, 1]
2;0.012558837469144699;IY;[0, 1]
3;-0.06054164426672798;IZ;[0, 1]
4;0.069928415130989;XI;[0, 1]
5;-0.018038298589216573;XX;[0, 1]
6;-0.06120748829911417;XY;[0, 1]
7;-0.033532034916374145;XZ;[0, 1]
8;0.01255883746914474;YI;[0, 1]
9;-0.06120748829911417;YX;[0, 1]
10;-0.4108839466065811;YY;[0, 1]
11;-0.1559317965238445;YZ;[0, 1]
12;-0.06054164426672792;ZI;[0, 1]
13;-0.033532034916374076;ZX;[0, 1]
14;-0.15593179652384442;ZY;[0, 1]
15;-0.07107775480420236;ZZ;[0, 1]
