;PauliCoefficients;PauliStrings;Qbits
0;0.75;III;[0, 1, 2]
3;-0.12460924206445141;IIZ;[0, 1, 2]
7;-0.03371901792372725;IXZ;[0, 1, 2]
11;0.033719017923727224;IYZ;[0, 1, 2]
12;-0.23096988312782155;IZI;[0, 1, 2]
15;-0.11512392830509093;IZZ;[0, 1, 2]
17;-0.12500000000000014;XIX;[0, 1, 2]
18;0.00987607169490905;XIY;[0, 1, 2]
21;0.033824756259137265;XXX;[0, 1, 2]
22;0.0026724457430245545;XXY;[0, 1, 2]
23;3.006492624302304e-16;XXZ;[0, 1, 2]
25;-0.033824756259137334;XYX;[0, 1, 2]
26;-0.002672445743024523;XYY;[0, 1, 2]
29;-0.11548494156391086;XZX;[0, 1, 2]
30;0.009124300500540429;XZY;[0, 1, 2]
33;0.00987607169490894;YIX;[0, 1, 2]
34;-0.12500000000000014;YIY;[0, 1, 2]
37;0.002672445743024513;YXX;[0, 1, 2]
38;0.033824756259137334;YXY;[0, 1, 2]
41;-0.002672445743024509;YYX;[0, 1, 2]
42;-0.03382475625913724;YYY;[0, 1, 2]
43;3.1886385892798685e-16;YYZ;[0, 1, 2]
45;0.009124300500540508;YZX;[0, 1, 2]
46;-0.11548494156391086;YZY;[0, 1, 2]
48;-0.12460924206445122;ZII;[0, 1, 2]
52;-0.03371901792372732;ZXI;[0, 1, 2]
53;2.7988679082713297e-16;ZXX;[0, 1, 2]
55;-0.0676495125182747;ZXZ;[0, 1, 2]
56;0.03371901792372727;ZYI;[0, 1, 2]
58;2.8216361538935253e-16;ZYY;[0, 1, 2]
59;0.06764951251827461;ZYZ;[0, 1, 2]
60;-0.11512392830509093;ZZI;[0, 1, 2]
